Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Dmitri, an account director at a PR agency, uses Claude daily for three clients with very different brand voices, banned phrases, and reference materials. He set up one Project holding all three clients' guidelines, but outputs keep blending one client's tone into another's drafts. What is the best fix?",multiple-choice,"Create a separate Project per client, so each one's instructions and knowledge apply only to that client's conversations","Correct. Projects are scoped containers: each one carries its own instructions and knowledge, applied to every chat inside it. Distinct clients with conflicting voice rules are exactly the case for separate Projects, so no conversation ever sees another client's guidelines.",Keep the single Project but begin every message by reminding Claude which client he is currently working on,"Per-message reminders leave all three conflicting guideline sets active in the Project context, forcing Claude to arbitrate among them every time. It patches the symptom with manual effort instead of fixing the mis-scoped configuration causing the blending.","Delete the Project and work in plain chat, since Project instructions are the source of the cross-client confusion","The problem is not that Project instructions exist — it is that three incompatible sets share one container. Abandoning Projects entirely returns Dmitri to re-uploading guidelines in every chat, giving up the persistence benefit rather than scoping it correctly.",Move all three clients' guidelines out of Project knowledge and into one large artifact that he references when needed,"Artifacts are containers for output content, not a mechanism for applying standing instructions to conversations. Guidelines parked in an artifact do not shape Claude's behavior automatically; this swaps a configuration feature for a document container that cannot do the job.",,,,,1,One Project per distinct context: separate clients with conflicting voice rules belong in separate Projects so each conversation sees only the guidelines that apply.,Product and Model Selection
"Felix, a policy analyst at a transportation authority, must synthesize three lengthy, partially conflicting regulatory documents into a coherent position with the tensions between them reasoned through carefully. It is a one-off, high-stakes deliverable with no time pressure. Which model type fits?",multiple-choice,"Haiku, because a lighter model keeps the long documents processing quickly and affordably","Tempting because long documents make cost salient, but Haiku's profile is speed and economy on simple tasks, not careful reasoning across conflicting sources. Saving pennies on a one-off, high-stakes synthesis is the wrong end of the trade-off.","Opus, because deep multi-document reasoning on a high-stakes, low-volume task is what the most capable tier is for","Correct. This task concentrates everything the top tier exists for: genuinely complex reasoning across multiple conflicting documents, high consequence of error, a single deliverable rather than volume, and no latency pressure. The capability premium is trivial against the stakes.","Sonnet, because the balanced tier is the recommended choice regardless of the task's difficulty","Sonnet is the sensible default for everyday work, but a default is a starting point, not a rule. When the task's defining feature is reasoning difficulty and the stakes are high, the differentiated capability of Opus is precisely what the tier structure offers.","Whichever model is most recently released, since newer models supersede the older tiers","Recency and tier are different dimensions: model families ship in tiers, and a newer light model still targets speed and economy rather than maximum reasoning depth. Selecting by release date ignores the capability characteristics the choice should rest on.",,,,,2,Complex reasoning plus high stakes points to the top tier: differentiating models means recognizing which task profiles genuinely need Opus-level depth rather than defaulting by habit or price.,Product and Model Selection
"Hassan, an enablement lead at a corporate training provider, hears a colleague refuse to use Haiku for anything — 'the small one can't follow instructions properly, it's basically a toy.' The colleague pays Opus cost and latency even for renaming files of workshop notes into a standard pattern. How should Hassan correct this?",multiple-choice,"Explain that Haiku is a fully capable model whose tradeoff is depth for speed and cost — it follows instructions reliably and is the right fit for simple, repetitive tasks like standardized renaming","Correct. The tiers differ in reasoning depth, speed, and cost — not in basic competence. Haiku handles instructions and straightforward tasks reliably; that is its home ground. Dismissing it as a toy wastes money and time on exactly the work it was built to do cheaply and fast.","Agree with the colleague, since using the most capable model for every task is the only way to guarantee instructions are followed","Instruction-following is not an Opus-only property; all tiers are capable models. Endorsing the misconception locks the colleague into paying top-tier cost and latency on trivial repetitive work, the clearest possible misalignment of model and task.",Explain that Haiku is fine for personal use but that company policy generally reserves the lighter tiers for non-business tasks,"This invents a policy distinction that does not exist: the lighter tiers are professional models positioned for high-volume, straightforward business work. Correcting a misconception with a fabricated rule replaces one wrong mental model with another.","Suggest the colleague keep using Opus but shorten the instructions, since shorter prompts are what allow smaller models to work","Prompt length is unrelated to the colleague's error, and the advice leaves the actual waste untouched — Opus cost and latency spent on renaming notes. The correction needed is about what the light tier can genuinely do, not about trimming instructions.",,,,,1,"Underestimating the light tier wastes the ladder: Haiku follows instructions reliably and is the intended tool for simple, repetitive tasks — dismissing it forces top-tier cost onto trivial work.",Product and Model Selection
"Ravi, a client communications manager at a wealth-management firm, drafts a steady stream of moderately complex, personalized client letters each day. Quality matters, replies should come back promptly during working sessions, and volume is meaningful but not huge. Which model choice best aligns with these requirements?",multiple-choice,"The balanced mid-tier model, which delivers strong quality at interactive speed for substantial daily volume","Correct. The task profile — moderate complexity, real quality bar, interactive turnaround, meaningful volume — is exactly the middle of the cost-speed-quality triangle where the balanced tier lives. It meets the quality requirement without paying top-tier cost and latency on every letter.","The most capable model for every letter, since financial clients justify maximum quality at any speed","Tempting because financial services sounds high-stakes, but these are moderately complex letters, not deep multi-document reasoning. Paying maximum cost and slower turnaround across daily volume for quality headroom the task doesn't use misaligns the selection with the actual requirements.","The fastest, most economical model, since daily volume makes cost the deciding requirement","Cost is one requirement among three, and this option sacrifices the stated quality bar to optimize it. Moderately complex personalized writing is beyond the simple, formulaic profile where the lightest tier's speed-for-depth trade pays off.","The most capable model, but only on letters drafted in the mornings when clients read most carefully","Reading time has no bearing on which model fits the task's complexity; every letter has the same quality requirement whenever it is drafted. This invents an arbitrary routing rule instead of aligning the tier with the actual cost, speed, and quality needs.",,,,,1,"Weigh all three requirements, then pick the tier: moderate complexity at interactive pace with meaningful volume is the balanced tier's home ground on the cost-speed-quality triangle.",Product and Model Selection
"Adaeze, a recruiter at a staffing agency, uses Claude during live phone screens to instantly rephrase a role requirement or pull a quick definition from the job description she has pasted in. Answers must appear within a couple of seconds or the call stalls; the lookups themselves are simple. Which choice aligns with these requirements?",multiple-choice,"The fastest, most economical model, because near-instant response to simple lookups is the requirement that dominates this task","Correct. The binding requirement here is latency: the call stalls if answers lag, and the lookups are simple enough that any tier answers them well. When speed dominates and quality needs are modest, the fast, economical tier is the aligned choice, not a compromise.","The most capable model, because live conversations with candidates are high-stakes moments deserving maximum quality","Stakes rhetoric misreads the task: the model is rephrasing requirements and defining terms from a pasted document, not making judgments about candidates. Paying top-tier latency in a live setting damages the one requirement — immediacy — the task actually has.","The balanced mid-tier model on every call, because splitting the difference is the safest policy when requirements conflict","The requirements do not conflict — speed matters and the quality bar is low, which points cleanly at the fast tier. Defaulting to the middle as a 'safe' policy pays extra latency for capability headroom these simple lookups never use.","Prepare all possible answers with the most capable model before each call, eliminating the need for any live responses","Live conversations are unscripted; no preparation can enumerate every candidate question or tangent. This replaces a solved problem — fast simple lookups — with an impossible one, and abandons the responsiveness the tool provides in the moment.",,,,,1,"When latency binds and the task is simple, speed wins: live interactive lookups belong on the fastest tier because immediacy is the requirement the task actually turns on.",Product and Model Selection
"Fatima, a marketing coordinator at a furniture manufacturer, wants to build good habits around conversation length and context in Claude. Which two practices reflect a correct understanding of how context works? (Choose two.)",multi-select,"Start a fresh chat when switching to an unrelated task, rather than continuing inside a long conversation full of accumulated earlier material","Correct. Conversations work best when scoped to a task: a fresh chat for new, unrelated work avoids dragging in accumulated context that consumes the window and can pull responses off-topic. Restarting at task boundaries is basic context hygiene.","Keep durable reference material like the brand guide and product specs in Project knowledge, instead of relying on having pasted them into some earlier chat","Correct. Persisting is the third leg of context management: material that many future conversations will need belongs in Project knowledge, where it is reliably available to every chat in the Project — not buried in one old conversation that new chats cannot see.","Keep every task in one continuous conversation, since Claude automatically carries full context across all of a user's chats anyway","This inverts how context works: each chat has its own context, and material from one conversation is not automatically present in another. Piling unrelated tasks into one thread degrades focus and steadily consumes the conversation's context window.","Mention important details only once in any conversation, since anything stated once remains permanently available in all future chats","Within a very long conversation, early details can fall out of effective focus, and separate chats never see them at all. 'Said once, remembered forever everywhere' is the misconception; durable facts need to be persisted deliberately, not assumed.",,,,,"1,2","Scope chats to tasks and persist what must endure: context is per-conversation and finite, so restart for unrelated work and keep durable reference material in Project knowledge.",Product and Model Selection
"Marcus, an HR lead at a national retail chain, is evaluating a proposed use case: a Claude Project that helps store managers answer new-hire onboarding questions. He has a folder of interview notes from store managers and the current onboarding manual. Which two actions best use Claude to analyze this use case before building anything? (Choose two.)",multi-select,Share the interview notes and ask Claude to summarize the recurring pain points and generate clarifying questions to take back to store managers,"Correct. Turning raw stakeholder input into themes and follow-up questions is a core requirements-analysis move: Claude accelerates the synthesis, and the clarifying questions drive a better second round with the actual stakeholders.","Ask Claude to review the onboarding manual against the interview notes and flag gaps, ambiguities, or conflicts the use case would need to handle","Correct. Comparing the source material against real user needs exposes exactly where the use case will strain — missing policies, contradictory guidance, ambiguous rules. Finding these gaps before building is the point of use-case analysis.",Ask Claude to confirm that the project will succeed so he can include that assurance in his pitch to the HR director,"Tempting because a confident endorsement would strengthen the pitch, but Claude cannot predict organizational outcomes and will simply generate plausible-sounding agreement. Treating that as evidence is using the model as an oracle rather than an analysis tool.","Defer all analysis until after launch, since real usage data will reveal the requirements more accurately than any upfront review","Tempting because usage data is genuinely valuable, but launching with unexamined requirements means the first version answers questions from a manual known to have gaps. Post-launch learning complements upfront analysis; it does not replace it.",,,,,"1,2","Use Claude to synthesize stakeholder input and expose gaps before building: summarizing pain points, generating clarifying questions, and flagging conflicts between sources are the analysis moves that make the eventual solution match reality.",Workflow Integration and Solution Design
"Rosa, an office manager at a construction firm, is analyzing the company's document-approval process — submittals, change orders, permits — before proposing where Claude could help. She has the written SOP and access to the field supervisors who live with the process daily. Which two actions best use Claude for this analysis? (Choose two.)",multi-select,"Provide the SOP and ask Claude to map the steps, then flag ambiguities, undefined exceptions, and points where the document is silent about who decides","Correct. Turning a process document into an explicit step map and a list of gaps — ambiguities, unhandled exceptions, missing decision owners — is a core analysis move. The flagged holes are precisely where a Claude-assisted process would otherwise break.",Ask Claude to draft targeted interview questions she can take to the field supervisors to uncover how the process really runs versus how the SOP says it runs,"Correct. SOPs describe the official process; the real one lives with the people who run it. Claude drafting sharp interview questions equips Rosa to capture the workarounds, delays, and unwritten rules that requirements must account for.","Ask Claude to calculate the exact number of hours per month the firm currently loses to the approval process, using the SOP as the data source","An SOP describes steps, not time spent — it contains no volume or duration data from which hours lost could be computed. Any precise monthly figure Claude produced would be fabricated, and a fabricated number in a proposal is worse than no number.","Have Claude mark the requirements as complete once the SOP review is done, so supervisor interviews can be skipped and the build can start sooner",Claude cannot certify requirements as complete; only the people who operate the process can confirm the analysis matches reality. Skipping supervisor input to save time builds the solution on the documented process rather than the actual one.,,,,,"1,2",Map the documented process and interview for the real one: Claude flags gaps in the SOP and drafts the questions that surface how work actually flows — humans confirm completeness.,Workflow Integration and Solution Design
"Tomas, an operations analyst at a healthcare billing firm, is asked to reduce turnaround time in the claims-correction workflow, which involves six handoffs across three teams. He wants Claude's help optimizing the process. What is the most effective way to start?",multiple-choice,"Describe the current workflow to Claude step by step, ask it to identify likely bottlenecks and propose alternatives, then review the suggestions with the teams who run the process","Correct. Process optimization with Claude works by giving it a faithful picture of the real workflow so it can spot bottlenecks, redundant handoffs, and restructuring options — and then validating those ideas with the people who know the process's unwritten constraints.",Ask Claude for the industry-standard claims workflow and instruct the three teams to adopt it as written,"Tempting because industry benchmarks sound authoritative, but a generic workflow ignores this firm's specific systems, staffing, and compliance constraints. Imposing it as written skips both analysis of the actual process and the judgment of the teams running it.","Have Claude draft a memo announcing that turnaround time will improve, then determine the process changes afterward","Tempting because it creates visible momentum, but announcing outcomes before identifying changes is planning theater. Claude is being used for communication about improvement rather than for the analysis that produces improvement.",Ask each team to use Claude however they prefer and assume the aggregate effect will shorten the workflow,"Tempting because it feels empowering, but uncoordinated individual usage optimizes isolated steps at best and cannot fix a bottleneck that lives in the handoffs between teams. Workflow-level problems need workflow-level analysis.",,,,,1,"Describe the real process so Claude can find the real bottlenecks, then validate its proposals with the teams who run it — optimization suggestions are hypotheses until people with operational knowledge confirm them.",Workflow Integration and Solution Design
"Vikram, executive assistant to the leadership team at a commercial real-estate developer, has listed his dozen recurring weekly tasks and wants to identify which ones Claude could meaningfully speed up. Which task profile should he prioritize as the strongest candidates?",multiple-choice,"Text-heavy, repetitive tasks with clear success criteria — like turning meeting transcripts into standard summaries or reformatting weekly status inputs — where output quality is easy to check","Correct. The strongest optimization candidates share a profile: language-centric, recurring, governed by clear criteria that make outputs quick to verify. Summarizing transcripts and standardizing status inputs fit exactly — high frequency multiplies the savings, and easy checking keeps risk low.","The tasks requiring the most personal judgment and discretion, like deciding which executive requests to prioritize, since those consume the most mental energy","Prioritization judgments depend on unstated organizational context — relationships, politics, shifting priorities — that lives in Vikram's head, not in any prompt. Judgment-heavy discretionary calls are among the weakest candidates, however tiring they are.","Tasks involving confidential board compensation discussions, since the highest-sensitivity work is where efficiency gains matter most","Sensitivity is a reason for caution, not a selection criterion: board compensation material likely falls under data-handling restrictions and would need policy review before any tool touches it. Leading the initiative with the riskiest data inverts sensible sequencing.","The tasks he finds most enjoyable, since familiarity with a task makes AI collaboration on it most comfortable","Enjoyment is irrelevant to where assistance pays off — if anything, the tedious repetitive tasks he least enjoys are where delegation to a tool yields the most relief. Candidate selection should follow task structure, not personal preference.",,,,,1,"The best optimization candidates are repetitive, text-heavy tasks with clear success criteria — frequency multiplies the savings and verifiability keeps the risk manageable.",Workflow Integration and Solution Design
"Omar, a project manager at a public-sector agency, has designed a Claude-assisted intake process for citizen inquiries. During design he realizes the full vision requires an automated connection between Claude and the agency's internal case-management system, which is beyond what he can configure in claude.ai. What should he do?",multiple-choice,Deliver the parts he can build with claude.ai features now and escalate the case-management integration to the organization's technical team or Claude Developers,Correct. Recognizing the boundary of the Associate role — and escalating technical implementation to Developers or Architects while still delivering the value available through built-in features — is exactly the judgment this credential expects. Partial value now plus a proper escalation beats stalling or overreaching.,"Attempt the system integration himself by following online tutorials, since escalating would slow the project down","Tempting because self-sufficiency feels efficient, but system integration is squarely the domain of technical practitioners. A tutorial-built integration into a government case-management system carries reliability and security risks an Associate is not positioned to manage.","Cancel the initiative, since a solution that cannot be fully realized with built-in features is not worth pursuing","Tempting as a decisive call, but it throws away the substantial portion of the solution that built-in features can deliver today. The reasoning error is treating one out-of-scope component as invalidating the entire design.",Present the full vision to leadership as ready to deploy and resolve the integration question after approval,"Tempting because momentum with leadership matters, but presenting an unbuilt integration as ready misrepresents the solution's state. Discovering the gap after approval damages credibility and stalls the project at a worse moment.",,,,,1,Deliver what built-in features support and escalate the rest: knowing where the Associate scope ends — and handing integrations to technical teams rather than improvising them — is part of sound solution design.,Workflow Integration and Solution Design
"Diego, training lead at an agricultural cooperative, is designing a Claude-supported workflow for producing seasonal safety-training materials for member farms. Which two design choices give the solution the best chance of working well? (Choose two.)",multi-select,"Develop each training document as an artifact, so every deliverable evolves as one revisable piece rather than fragments scattered across chat responses","Correct. Training documents are evolving deliverables, and artifacts keep each one as a single revisable object through successive refinement rounds — the natural container for content that will be reviewed, corrected, and reissued seasonally.",Start with the simplest version that delivers value — one flagship module produced end to end — and extend the workflow based on what member-farm feedback reveals,"Correct. A minimal end-to-end slice — one module produced, delivered, and reacted to — tests every assumption in the design cheaply. What member farms actually find useful then steers the expansion, which is how iterative solution design de-risks the build.","Design the most elaborate possible setup up front — every module type, language variant, and format — before any member farm has seen a single output","Elaborate up-front construction bets the entire design on untested assumptions; if farms find the modules too long or the format wrong, all that variant-building is rework. Breadth before validation is the classic over-design failure iteration exists to avoid.","Skip collecting user feedback after launch, since the design already reflects the requirements gathered at the start","Initial requirements are a hypothesis, and real usage is the test: farms will surface gaps and confusions no upfront gathering predicted. A solution that stops listening at launch freezes its mistakes in place instead of iterating past them.",,,,,"1,2","Build the smallest valuable slice and grow it on feedback: artifacts hold each evolving deliverable, and one validated end-to-end module beats an elaborate untested design.",Workflow Integration and Solution Design
"Ravi manages a customer-support email team at an online retailer. Agents currently write every reply from scratch, and quality varies widely. He wants to integrate Claude to speed up responses without harming customer trust. Which integration design is most appropriate?",multiple-choice,"Configure Claude to draft each reply from the customer's email and policy guidelines, with the agent reviewing and personalizing every draft before it is sent","Correct. Draft-plus-review is the classic augmentation pattern: Claude removes the blank-page work and raises consistency, while the agent's review keeps a human accountable for every customer-facing message. Speed improves without giving up the trust safeguard.",Send Claude's replies to customers automatically and have agents audit a sample of sent messages at the end of each week,"Tempting because full automation maximizes measured speed, but customer-facing messages are exactly where errors are costly and hard to retract. Sampling after sending means most mistakes reach customers unreviewed — review must come before send, not after.","Use Claude only to sort incoming emails by topic, since drafting customer-facing text is too risky for any AI involvement","Tempting because it avoids all drafting risk, but it leaves the actual bottleneck — writing replies — untouched. The reasoning error is treating a manageable risk (drafts reviewed by humans) as a prohibition, forfeiting most of the integration's value.",Let agents paste customer emails into their personal Claude accounts whenever they feel a draft would help,"Tempting because it requires no setup, but ad-hoc pasting of customer emails into personal accounts bypasses workflow design, produces inconsistent results, and raises data-handling concerns. It is individual improvisation, not an integration.",,,,,1,"Augment with draft-plus-review before automating customer-facing steps: Claude drafts, a human reviews and personalizes, and accountability for what customers receive never leaves the team.",Workflow Integration and Solution Design
"Amina, a regional manager at a restaurant chain, built a well-configured Claude Project that drafts weekly inventory-variance summaries for store managers. A month after launch, only two of her fifteen managers use it; the rest still write summaries manually. What is the most likely gap and the right response?",multiple-choice,"The integration stopped at the tool: she should show managers how it fits their weekly routine — walkthroughs, example prompts, where it saves them time — and gather their feedback on what feels awkward","Correct. An integration is not the artifact but the changed working habit: managers need to see where the tool enters their actual weekly routine, what to type, and what they get back. Enablement plus listening for friction is what converts a built tool into an adopted workflow.","Issue a directive that all fifteen managers must use the Project weekly, since resistance to new tools only responds to mandates","Mandates produce compliance theater — perfunctory usage without engagement — and mask the real friction instead of surfacing it. If managers do not understand where the tool helps, forcing clicks does not create the time savings the integration was for.","Rebuild the Project from scratch with different instructions, since low adoption necessarily means the configuration is defective","Two managers using it successfully is evidence the configuration works; thirteen never trying it points at awareness and enablement, not defects. Rebuilding a functioning Project addresses the part of the system that is not broken.","Accept the low uptake, since two adopters out of fifteen is the normal ceiling for AI tools in restaurant operations",Thirteen managers hand-writing summaries the tool already drafts is not a ceiling — it is an enablement gap with a known fix. Declaring low adoption 'normal' abandons the integration's value based on an invented industry statistic.,,,,,1,"Integration includes enablement: a working Project becomes a working workflow through walkthroughs, examples, and feedback on friction — not through mandates or rebuilds.",Workflow Integration and Solution Design
"A senior executive at Noor's manufacturing company reads about AI and asks her to have Claude fully automate the legal review of supplier contracts, removing the legal team from routine agreements. As the employee who introduced Claude to the company, how should Noor respond?",multiple-choice,"Explain that Claude can accelerate contract review by summarizing terms and flagging clauses for the legal team, but that legal judgment and accountability must remain with qualified humans","Correct. Communicating limitations means reframing an overreaching request into what the tool genuinely supports: Claude as an accelerant for summarization and flagging, with legal judgment and accountability staying human. This gives the executive real value without endorsing an inappropriate use.","Agree to the request, since executives set direction and Claude can be instructed to be extremely careful with legal language","Tempting because deferring to seniority avoids friction, but 'instructing Claude to be careful' does not make it a substitute for legal counsel — outputs can be confidently wrong, and no one accountable would review them. Agreeing transfers legal risk onto an unvalidated tool.","Reply that Claude should never be used on legal documents in any capacity, so the request cannot be accommodated at all","Tempting as a safe-sounding boundary, but a blanket prohibition overstates the limitation. Claude can legitimately assist with summarizing and organizing contract content under legal supervision; refusing everything forfeits real value and misinforms the executive.",Suggest the executive raise the idea with the legal team directly and avoid stating her own view about what Claude can and cannot do,"Tempting because it routes the question to lawyers, but Noor was asked precisely because she understands the tool. Ducking the capability question leaves the executive's inflated expectations uncorrected and abdicates the communication role Associates are expected to play.",,,,,1,"Correct overreach by reframing to the appropriate use: when a stakeholder asks for full automation of expert judgment, explain what Claude genuinely accelerates and where human accountability must remain.",Workflow Integration and Solution Design
"Chen, development director at an arts nonprofit, has used Claude successfully for grant-proposal drafting and now must explain the initiative to two audiences: the board, which approves budgets and worries about reputational risk, and the volunteer writers who would use the tool. How should he shape the two communications?",multiple-choice,"Tailor each message to its audience's decisions — for the board, outcomes, costs, risks, and safeguards; for the volunteers, what the tool helps with day to day, its limits, and how their review role works","Correct. Communicating value and limitations is audience work: the board decides on budget and risk, so it needs outcomes, costs, failure modes, and safeguards; volunteers decide how to work, so they need practical usage, limits they will hit, and their responsibility in review. Same facts, framed for each decision.","Deliver the identical presentation to both groups, since consistency of message matters more than relevance to either audience",One deck for both means the board sits through usage mechanics it cannot act on while volunteers get governance framing that never tells them what to do on Monday. Consistency of facts matters; identical framing serves neither audience's actual decision.,"Give the board a purely technical walkthrough of Projects and prompting, since decision-makers need implementation depth above all","Boards evaluate outcomes, exposure, and cost — not feature mechanics. A technical walkthrough answers questions the board is not asking and leaves its real ones, about reputational risk and safeguards, unaddressed at the moment approval is decided.","Emphasize only successes with both audiences, saving any mention of limitations until someone encounters a problem firsthand","Success-only messaging sets expectations that the first hallucinated citation in a grant draft will shatter — in front of the board, that reads as concealment. Limitations disclosed upfront are context; limitations discovered by accident are scandal.",,,,,1,"Frame the same truth for each audience's decision: boards need outcomes, risks, and safeguards; users need day-to-day guidance and their review role — one message shaped two ways.",Workflow Integration and Solution Design
"Hassan, an independent consultant, is setting up a Claude Project for drafting client proposals. He has a two-page description of his preferred proposal structure and tone, plus a folder of twelve past proposals and service descriptions he wants Claude to draw on. How should he configure the Project?",multiple-choice,Put the structure-and-tone guidance in the project instructions and upload the past proposals and service descriptions as project knowledge,"Correct. Instructions and knowledge play different roles: instructions are standing directives about how Claude should behave (structure, tone, approach), while knowledge is reference material Claude consults for content. Matching each asset to its role keeps the configuration clear and effective.","Paste everything, including all twelve past proposals, into the project instructions so Claude cannot possibly overlook any of it","Tempting because stuffing everything into instructions feels like maximum emphasis, but instructions work best as concise behavioral direction. Burying two pages of rules inside twelve proposals' worth of pasted text dilutes the directives and misuses the mechanism built for reference content.","Upload everything as knowledge files, including the tone guidance, and leave the instructions blank to keep the setup simple","Tempting because it is one simple bucket, but behavioral guidance left as just another file competes with every other document instead of consistently steering each response. Instructions exist precisely so how-to-behave rules apply reliably to every conversation.",Keep the Project empty and attach the relevant documents manually to each individual conversation as the need arises,"Tempting because per-chat attachment offers fine control, but it recreates the repeated-setup problem Projects solve and guarantees inconsistency between conversations. Standing reference material belongs in the Project so it is always available.",,,,,1,"Instructions define behavior and knowledge supplies reference content: concise standing directives go in project instructions, while documents Claude should draw on are uploaded as project knowledge.",Configuration and Knowledge Management
"Beatriz, coordinator at a conference-management company, set up a Project with her event playbook and vendor documents. Believing Claude will forget them otherwise, she runs every task — budgets, speaker emails, signage copy — in one ever-growing chat inside the Project, which has become slow and confused. What should she understand about how Projects work?",multiple-choice,She should periodically repaste the project instructions into the long chat so they stay active as it grows,"Tempting because repasting feels like reinforcement, but the instructions never stop applying — the degradation comes from months of unrelated tasks crowding one conversation, which repasting makes longer still. It treats the wrong problem and worsens the real one.",She should export the long chat and upload the transcript as a knowledge file so nothing is ever lost,"Tempting because a transcript preserves history, but a sprawl of budgets, emails, and signage drafts is noise, not reference material — uploading it pollutes the Project's clean knowledge base with exactly the clutter causing the confusion.",She should ask Claude to promise to remember the playbook before closing any conversation in the Project,"Tempting because it feels like securing a commitment, but a conversational promise has no effect on how configuration works: the playbook persists because it is project knowledge, not because Claude agreed to remember it. The mechanism is the Project, not the pledge.","She can start a fresh chat per task, because the Project's instructions and knowledge apply to every chat inside it","Correct. Project instructions and knowledge ground every conversation started inside the Project, so nothing is forgotten between chats. The right pattern is a fresh chat per task on top of the standing configuration — clean context each time, playbook always present.",,,,,4,"Project configuration persists across every chat: instructions and knowledge ground each new conversation in the Project, so the right habit is a fresh, focused chat per task — not one overloaded thread hoarding context.",Configuration and Knowledge Management
"Jonas runs sales operations at a wholesale distributor. Three months ago he uploaded the company price list to the sales team's Claude Project. Prices are revised in a Google Doc every month, and reps have started getting quotes from Claude based on outdated numbers. What is the best way to manage this knowledge source going forward?",multiple-choice,Add a project instruction telling Claude to warn reps that prices may have changed since the document was uploaded,"Tempting because a warning is easy to add and honest, but it leaves the underlying problem intact: every quote still starts from wrong numbers, and the disclaimer trains reps to ignore Claude on pricing. Managing knowledge means fixing staleness, not labeling it.",Connect the live pricing document through the Google Drive connector so Claude references the current version instead of a static upload,Correct. Frequently updated material is exactly what connectors are for: pointing Claude at the live Google Doc means answers track the current version rather than a snapshot from upload day. Matching the knowledge mechanism to the document's change rate is the core management skill here.,Ask reps to mentally adjust quoted prices based on their memory of recent revisions before repeating them to customers,"Tempting because experienced reps do carry price knowledge, but mental correction of a systematically stale source is error-prone and defeats the purpose of grounding Claude in documents at all. It shifts the burden to human memory instead of fixing the source.","Remove pricing from the Project entirely, since frequently changing information can never be made available to Claude reliably","Tempting as a way to stop bad quotes immediately, but it abandons a high-value use case that a connector handles well. The reasoning error is treating a solvable freshness problem as a permanent disqualification.",,,,,2,"Match the knowledge mechanism to how often the source changes: a monthly-revised price list belongs behind a live connector, not in a static upload that goes stale the day after the next revision.",Configuration and Knowledge Management
"Gustavo, operations coordinator at a regional airline, has inherited several team Projects whose knowledge — dozens of uploads and a handful of connectors — accumulated over a year with no oversight. Which two practices should he adopt to bring the knowledge under proper management? (Choose two.)",multi-select,Keep a simple inventory of what each Project's knowledge contains and where each source came from,"Correct. An inventory is the foundation of knowledge management: knowing what is uploaded where, and from what source, is what makes updates findable, staleness detectable, and answers traceable. Inherited configurations are unmanageable without it.","Leave every existing connector in place indefinitely, since revoking access might disrupt someone's workflow","Tempting because caution about breaking workflows is reasonable, but indefinite access-by-inertia is the opposite of management — unneeded connectors keep exposing data with no owner or purpose. The fix for uncertainty is checking with users, not never reviewing.",Add each new company document to every Project by default so knowledge never falls behind,"Tempting because it sounds like staying current, but blanket-adding every document to every Project floods each one with irrelevant material and buries the sources that matter. Knowledge stays useful through relevance to the Project's purpose, not volume.","Periodically review the uploads and connector access, removing sources the Projects no longer need","Correct. Periodic review with removal is the maintenance half of knowledge management: uploads that are obsolete and connectors no one uses should exit the configuration, keeping scope proportionate to actual need and answers grounded in what matters.",,,,,"1,4","Inventory what you have and prune what you no longer need: a record of each Project's sources makes the knowledge manageable, and periodic review with removal keeps access and content proportionate to real use.",Configuration and Knowledge Management
"Felix is writing project instructions for a grant-writing Project at a research university. His draft has grown to forty rules, mostly prohibitions ('never say X', 'don't format Y that way'), plus long excerpts from the style guide, and outputs are becoming erratic. What is the best way to restructure the instructions?",multiple-choice,"Condense them into a short set of clear, positively framed directives about the desired output, and move the full style guide into project knowledge","Correct. Effective instructions are concise, prioritized, and stated positively — describing the output you want rather than enumerating everything you don't. Bulk reference material such as a style guide belongs in knowledge, where Claude can consult it without it crowding out the core directives.","Keep all forty rules but rewrite each one in stronger, more emphatic language so none of them can be ignored","Tempting because emphasis feels like enforcement, but the problem is volume and framing, not tone. Forty emphatic prohibitions still bury the important rules, and prohibition-heavy instructions describe what to avoid without ever specifying what a good output looks like.",Split the forty rules evenly across the instructions and the first message of each new chat so the guidance is delivered twice,"Tempting because redundancy sounds safe, but delivering the same overload in two places doubles the noise and creates drift when one copy is updated and the other is not. Duplication is a maintenance hazard, not a reliability technique.",Number the rules by priority from 1 to 40 so Claude knows exactly which prohibition to sacrifice when rules conflict,"Tempting because prioritization is genuinely part of good instructions, but ranking forty rules dodges the real fix: most of them should not be instructions at all. A 40-item priority list is still an unusable instruction set with numbers attached.",,,,,1,"Concise, positively framed directives beat long lists of prohibitions: state what the output should be, keep the rule set short enough to matter, and move style-guide detail into project knowledge.",Configuration and Knowledge Management
